School_id,College_name,Program_name,Award_name,CIP 2010 TITLE SHORT
8,Hunter College,"Mathematics Teacher, Grades 7-12",B.A.,Mathematics Teacher Education.
8,Hunter College,"Physics Teacher, Grades 7-12",B.A.,Physics Teacher Education.
8,Hunter College,"Chemistry Teacher, Grades 7-12",B.A.,Chemistry Teacher Education.
8,Hunter College,"Biology Teacher, Grades 7-12",B.A.,Biology Teacher Education.
8,Hunter College,"Childhood Education, Grades 1-6 (Quest)",B.A.,Elementary Education and Teaching.
8,Hunter College,"Dance Teacher, Grades Pre-K - 12",B.A.,Drama and Dance Teacher Education.
8,Hunter College,Teacher of the Blind and Visually Impaired,M.S. in Ed.,Education/Teaching of Individuals with Vision Impairments Including Blindness.
8,Hunter College,Teacher of the Deaf and Hearing Impaired,M.S. in Ed.,Education/Teaching of Individuals with Hearing Impairments Including Deafness.
8,Hunter College,Childhood Special Education: Severe/Multiple Disabilities,M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
8,Hunter College,Teacher of Visual Impairment Rehabilitation,M.S. in Ed.,"Special Education and Teaching, General."
8,Hunter College,Childhood Special Education: Learning & Behavioral Disabilities (Alternative Transitional B Certification),M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
8,Hunter College,Childhood Special Education: Learning & Behavioral Disabilities,M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
8,Hunter College,Teacher of the Blind,M.S. in Ed.,Education/Teaching of Individuals with Vision Impairments Including Blindness.
8,Hunter College,Teacher of the Deaf,M.S. in Ed.,Education/Teaching of Individuals with Hearing Impairments Including Deafness.
8,Hunter College,"Special Education Teacher, Grades 1-6",M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
8,Hunter College,Early Childhood Special Education Teacher (Dual Certificate with Annotation),M.S. in Ed.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
8,Hunter College,Early Childhood Special Education Teacher (Alternative Transitional B Certification),M.S. in Ed.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
8,Hunter College,"Social Studies and Geography Teacher, Grades 7-12",B.A.,Social Studies Teacher Education.
8,Hunter College,Integrated Media Arts,M.F.A.,Mass Communication/Media Studies.
8,Hunter College,Early Childhood Special Education Teacher (Severe Disability Annotation),M.S. in Ed.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
8,Hunter College,Early Childhood Education with Bilingual Extension,M.S. in Ed.,Early Childhood Education and Teaching.
8,Hunter College,Statistics and Applied Math,M.A.,Mathematics and Statistics.
8,Hunter College,Childhood Education with Specialization in STEM,M.S. in Ed.,Science Teacher Education/General Science Teacher Education.
8,Hunter College,Adult Gerontology Primary Care NP,M.S.,Geriatric Nurse/Nursing.
8,Hunter College,Chemistry,B.A.,"Chemistry, General."
8,Hunter College,Adolescent Education: Chemistry,M.A.,Chemistry Teacher Education.
8,Hunter College,Psychiatric-Mental Health Nurse Practitioner,M.S.,Psychiatric/Mental Health Nurse/Nursing.
8,Hunter College,Gerontological / Adult Health Nurse Practitioner,M.S.,Geriatric Nurse/Nursing.
8,Hunter College,Public Health Nursing,M.S.,Public Health/Community Nurse/Nursing.
8,Hunter College,Educational Leadership,M.S. in Ed.,Superintendency and Educational System Administration.
8,Hunter College,Educational Leadership (School Building Leadership),Adv. Cert.,"Educational Leadership and Administration, General."
8,Hunter College,Educational Leadership (School Building Leadership),Adv. Cert. Post Master's,"Educational Leadership and Administration, General."
8,Hunter College,Educational Leadership (School Building Leadership),M.S. in Ed.,"Educational Leadership and Administration, General."
8,Hunter College,Psychiatric-Mental Health Nurse Practitioner,Adv. Cert. Post Master's,Psychiatric/Mental Health Nurse/Nursing.
8,Hunter College,Biology,B.A.,"Biology/Biological Sciences, General."
8,Hunter College,Adolescence Education: Biology,M.A.,Biology Teacher Education.
8,Hunter College,Accounting,M.S.,Accounting.
8,Hunter College,Bilingual Extension,Adv. Cert. Post Master's,Bilingual and Multilingual Education.
8,Hunter College,Nursing Administration,M.S.,Nursing Administration.
8,Hunter College,Orientation and Mobility,Adv. Cert. Post Bacc.,Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments.
8,Hunter College,Nursing Education,Adv. Cert. Post Master's,Nursing Education.
8,Hunter College,Gifted Education,Adv. Cert. Post Master's,Education/Teaching of the Gifted and Talented.
8,Hunter College,Psychology of Animal Behavior and Conservation,Adv. Cert. Post Bacc.,"Psychology, Other."
8,Hunter College,Teaching English to Speakers of Other Languages (Alternative Transitional B Certification),M.A.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
8,Hunter College,"English Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.S. in Ed.,English/Language Arts Teacher Education.
8,Hunter College,Childhood and Middle Childhood Special Education: Learning Disabled,M.S. in Ed.,Education/Teaching of Individuals with Mental Retardation.
8,Hunter College,Childhood and Middle Childhood Special Education: Learning Disabled (Alternative Transitional B Certifiction),M.S. in Ed.,Education/Teaching of Individuals with Mental Retardation.
8,Hunter College,Advanced Preparation in Special Education,M.S. in Ed.,Education/Teaching of Individuals with Specific Learning Disabilities.
8,Hunter College,"Adolescent Education: English, Grades 7-12",Adv. Cert. Post Master's,English/Language Arts Teacher Education.
8,Hunter College,"Adolescent Education: French, Grades 7-12",Adv. Cert. Post Master's,French Language Teacher Education.
8,Hunter College,"Adolescent Education: Italian, Grades 7-12",Adv. Cert. Post Master's,Foreign Language Teacher Education.
8,Hunter College,"Adolescent Education: Spanish, Grades 7-12",Adv. Cert. Post Master's,Spanish Language Teacher Education.
8,Hunter College,"Adolescent Education: Biology, Grades 7-12",Adv. Cert. Post Master's,Biology Teacher Education.
8,Hunter College,"Adolescent Education: Chemistry, Grades 7-12",Adv. Cert. Post Master's,Chemistry Teacher Education.
8,Hunter College,"Adolescent Education: Physics, Grades 7-12",Adv. Cert. Post Master's,Physics Teacher Education.
8,Hunter College,"Adolescent Education: Social Studies, Grades 7-12",Adv. Cert. Post Master's,Social Studies Teacher Education.
8,Hunter College,"Adolescent Education: Mathematics, Grades 7-12",Adv. Cert. Post Master's,Mathematics Teacher Education.
8,Hunter College,"Secondary Literacy Education, Grades 5-12",M.S. in Ed.,Reading Teacher Education.
8,Hunter College,Health Careers Preparation,Cert. >= 30 Credits,"Health/Medical Preparatory Programs, Other."
8,Hunter College,Educational Psychology,M.A.,Educational Psychology.
8,Hunter College,Bilingual Education: Intensive Teacher Institute,Adv. Cert. Post Master's,Bilingual and Multilingual Education.
8,Hunter College,Adolescent Chinese,M.A.,Foreign Language Teacher Education.
8,Hunter College,Public Policy,Cert. < 30 Credits,Public Administration.
8,Hunter College,Mental Health Counseling,M.S. in Ed.,Mental Health Counseling/Counselor.
8,Hunter College,Clinical Nurse Leader,M.S.,Clinical Nurse Leader.
8,Hunter College,Playwriting,M.F.A.,Playwriting and Screenwriting.
8,Hunter College,Nursing-Accelerated,B.S.,Registered Nursing/Registered Nurse.
8,Hunter College,Mathematics Education (Grades 7-12),M.A.,Mathematics Teacher Education.
8,Hunter College,Childhood and Middle Childhood Education Generalist (Alternative Transitional B Certification),M.S. in Ed.,"Teacher Education, Multiple Levels."
8,Hunter College,Environmental Studies,B.A.,Environmental Studies.
8,Hunter College,Applied Behavioral Analysis,Adv. Cert. Post Bacc.,Social Psychology.
8,Hunter College,Biomedical Laboratory Management,M.S.,"Clinical/Medical Laboratory Science and Allied Professions, Other."
8,Hunter College,Dance,B.A.,"Dance, General."
8,Hunter College,Biological Sciences - Major 1,B.A.,"Biology/Biological Sciences, General."
8,Hunter College,Chemistry Major 2,B.A.,"Chemistry, General."
8,Hunter College,Human Rights,Cert. < 30 Credits,Community Organization and Advocacy.
8,Hunter College,"Teacher of Students With Disabilities - Adolescent, Grades 7-12 - Generalist (Alternative Transitional B Certification)",M.S. in Ed.,Education/Teaching of Individuals in Secondary Special Education Programs.
8,Hunter College,Medical Laboratory Technology,Adv. Cert. Post Bacc.,Clinical/Medical Laboratory Technician.
8,Hunter College,Adult / Gerontology Nurse Practitioner,D.N.P.,Adult Health Nurse/Nursing.
8,Hunter College,Psychiatric / Mental Health Nurse Practitioner,D.N.P.,Psychiatric/Mental Health Nurse/Nursing.
8,Hunter College,Family Nurse Practitioner,D.N.P.,Family Practice Nurse/Nursing.
8,Hunter College,Community / Public Health Nurse Practitioner,D.N.P.,Public Health/Community Nurse/Nursing.
8,Hunter College,Adolescent Physics,M.A.,Physics Teacher Education.
8,Hunter College,Adolescent Education: Latin 7-12,Adv. Cert. Post Master's,Latin Teacher Education.
8,Hunter College,Nutrition and Food Science: Dietetics,B.S.,"Foods, Nutrition, and Wellness Studies, General."
8,Hunter College,Teacher of Students With Disabilities - Middle Childhood Generalist Grades 5-9 (Alternative Transitional B Certification),M.S. in Ed.,Education/Teaching of Individuals in Junior High/Middle School Special Education Programs.
8,Hunter College,Animal Behavior and Conservation,M.A.,Comparative Psychology.
8,Hunter College,Bilingual Pupil Personnel Services: Intensive Teacher Institute,Adv. Cert. Post Master's,Bilingual and Multilingual Education.
8,Hunter College,Rehabilitation Teaching and Orientation & Mobility,M.S. in Ed.,Education/Teaching of Individuals with Vision Impairments Including Blindness.
8,Hunter College,Dance Education,M.A.,Drama and Dance Teacher Education.
8,Hunter College,Dance,M.F.A.,"Dance, General."
8,Hunter College,Medical Laboratory Science - Clinical Science,B.S.,Clinical Laboratory Science/Medical Technology/Technologist.
8,Hunter College,Physical Therapy,D.P.T.,Physical Therapy/Therapist.
8,Hunter College,"Teaching English to Speakers of Other Languages, Pre-K to Grade 12",Adv. Cert. Post Bacc.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
8,Hunter College,"Adolescent Generalist, Students With Disabilities, Grades 7-12",M.S. in Ed.,Education/Teaching of Individuals in Secondary Special Education Programs.
8,Hunter College,Biotechnology and Public Health,M.A.,Biotechnology.
8,Hunter College,Cytotechnology,Adv. Cert. Post Bacc.,Cytotechnology/Cytotechnologist.
8,Hunter College,Elementary Mathematics Specialist,M.S. in Ed.,Mathematics Teacher Education.
8,Hunter College,Dance Education (Alternative Transitional B Certification),M.A.,Drama and Dance Teacher Education.
8,Hunter College,Human Biology,B.A.,Human Biology.
8,Hunter College,MHC-Human Biology,B.A.,Human Biology.
8,Hunter College,Teaching English to Speakers of Other Languages (CR-ITI Supplemental Certification),Adv. Cert. Post Master's,Teaching English as a Second or Foreign Language/ESL Language Instructor.
8,Hunter College,Educational Theatre (Alternative Transitional B Certification),M.A.,Drama and Dance Teacher Education.
8,Hunter College,Instructional Leadership,Ed.D.,Curriculum and Instruction.
8,Hunter College,"Early Childhood Education, Birth to Grade 2",Adv. Cert. Post Master's,Early Childhood Education and Teaching.
8,Hunter College,"Early Childhood Education, Birth to Grade 2",B.A.,Early Childhood Education and Teaching.
8,Hunter College,Teaching English to Speakers of Other Languages,Adv. Cert. Post Master's,Teaching English as a Second or Foreign Language/ESL Language Instructor.
8,Hunter College,Visual Arts Education (Non-Certification),M.A.,Art Teacher Education.
8,Hunter College,Visual Arts Education (Initial Certification),M.A.,Art Teacher Education.
8,Hunter College,Curatorial Studies,Adv. Cert. Post Bacc.,Museology/Museum Studies.
8,Hunter College,Urban Affairs,M.S.,Urban Studies/Affairs.
8,Hunter College,"MHC-Early Childhood Education, Birth to Grade 2",B.A.,Early Childhood Education and Teaching.
8,Hunter College,"Early Childhood Special Education, Birth to Grade 2",Adv. Cert. Post Master's,Education/Teaching of Individuals in Early Childhood Special Education Programs.
8,Hunter College,"Adolescent Generalist, Students With Disabilities, Grades 7-12",Adv. Cert. Post Master's,Education/Teaching of Individuals in Secondary Special Education Programs.
8,Hunter College,Childhood Special Education: Learning & Behavioral Disabilities,Adv. Cert. Post Master's,Education/Teaching of Individuals in Elementary Special Education Programs.
8,Hunter College,Social Work,B.S.W.,Social Work.
8,Hunter College,Geoinformatics,M.S.,Geographic Information Science and Cartography.
8,Hunter College,School District Leadership,Adv. Cert. Post Master's,Superintendency and Educational System Administration.
8,Hunter College,Applied Behavior Analysis,M.S.,Social Psychology.
8,Hunter College,Nutrition (Dietetic Internship),Adv. Cert. Post Bacc.,"Foods, Nutrition, and Wellness Studies, General."
8,Hunter College,Nutrition (Academic Dietetic Internship),M.S.,"Foods, Nutrition, and Wellness Studies, General."
8,Hunter College,MHC-Anthropology,B.A.,Anthropology.
8,Hunter College,MHC-Archaeology,B.A.,Archeology.
8,Hunter College,MHC-Art,B.F.A.,"Fine/Studio Arts, General."
8,Hunter College,MHC-Art History (30 Credit Major),B.A.,"Art History, Criticism and Conservation."
8,Hunter College,MHC-Art History (42 Credit Major),B.A.,"Art History, Criticism and Conservation."
8,Hunter College,MHC-Biological Sciences - Major 1,B.A.,"Biology/Biological Sciences, General."
8,Hunter College,MHC-Africana and Puerto Rican/Latino Studies,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
8,Hunter College,MHC-Chemistry Major 1,B.A.,"Chemistry, General."
8,Hunter College,MHC-Chemistry Major 2,B.A.,"Chemistry, General."
8,Hunter College,MHC-Chinese Language and Literature,B.A.,Chinese Language and Literature.
8,Hunter College,MHC-Cinema Studies,B.A.,Film/Cinema/Video Studies.
8,Hunter College,MHC-Classical Studies,B.A.,"Classics and Classical Languages, Literatures, and Linguistics, General."
8,Hunter College,MHC-Public Health,B.S.,Public Health Education and Promotion.
8,Hunter College,MHC-Comparative Literature,B.A.,Comparative Literature.
8,Hunter College,MHC-Computer Science,B.A.,Computer Science.
8,Hunter College,MHC-Dance,B.A.,"Dance, General."
8,Hunter College,MHC-Economics,B.A.,"Economics, General."
8,Hunter College,MHC-English Literature,B.A.,"English Language and Literature, General."
8,Hunter College,MHC-Environmental Studies,B.A.,Environmental Studies.
8,Hunter College,MHC-French,B.A.,French Language and Literature.
8,Hunter College,MHC-Geography,B.A.,Geography.
8,Hunter College,MHC-German,B.A.,German Language and Literature.
8,Hunter College,MHC-History,B.A.,"History, General."
8,Hunter College,MHC-Latin American and Caribbean Studies,B.A.,Latin American Studies.
8,Hunter College,MHC-Latin and Greek,B.A.,"Classics and Classical Languages, Literatures, and Linguistics, General."
8,Hunter College,MHC-Mathematics,B.A.,"Mathematics, General."
8,Hunter College,MHC-Media Studies,B.A.,Mass Communication/Media Studies.
8,Hunter College,MHC-Medical Laboratory Sciences,B.S.,Clinical Laboratory Science/Medical Technology/Technologist.
8,Hunter College,MHC-Music (25 Credit Major),B.A.,"Music Performance, General."
8,Hunter College,MHC-Music (42 Credit Major),B.A.,"Music Performance, General."
8,Hunter College,MHC-Music,Mus.B,"Music Performance, General."
8,Hunter College,MHC-Nutrition and Food Science: Dietetics,B.S.,"Foods, Nutrition, and Wellness Studies, General."
8,Hunter College,MHC-Philosophy,B.A.,Philosophy.
8,Hunter College,MHC-Physics,B.A.,"Physics, General."
8,Hunter College,MHC-Political Science,B.A.,"Political Science and Government, General."
8,Hunter College,MHC-Psychology,B.A.,"Psychology, General."
8,Hunter College,MHC-Religion,B.A.,Religion/Religious Studies.
8,Hunter College,MHC-Russian,B.A.,Russian Language and Literature.
8,Hunter College,MHC-Sociology,B.A.,Sociology.
8,Hunter College,MHC-Spanish,B.A.,Spanish Language and Literature.
8,Hunter College,MHC-Special Honors Program,B.A.,"Physical Sciences, Other."
8,Hunter College,MHC-Statistics,B.A.,"Statistics, General."
8,Hunter College,MHC-Studio Art (24 Credit Major),B.A.,"Fine/Studio Arts, General."
8,Hunter College,MHC-Studio Art (42 Credit Major),B.A.,"Fine/Studio Arts, General."
8,Hunter College,MHC-Theatre,B.A.,"Drama and Dramatics/Theatre Arts, General."
8,Hunter College,MHC-Urban Studies,B.A.,Urban Studies/Affairs.
8,Hunter College,MHC-Women and Gender Studies,B.A.,Women's Studies.
8,Hunter College,MHC-Accounting,B.S.,Accounting.
8,Hunter College,MHC-Nursing,B.S.,Registered Nursing/Registered Nurse.
8,Hunter College,"MHC-Childhood Education, Grades 1-6 (Quest)",B.A.,Elementary Education and Teaching.
8,Hunter College,"MHC-English Teacher, Grades 7-12",B.A.,English/Language Arts Teacher Education.
8,Hunter College,"MHC-Mathematics Teacher, Grades 7-12",B.A.,Mathematics Teacher Education.
8,Hunter College,"MHC-Social Studies and History Teacher, Grades 7-12",B.A.,Social Studies Teacher Education.
8,Hunter College,Women and Gender Studies,B.A.,Women's Studies.
8,Hunter College,Rehabilitation Counseling,M.S. in Ed.,Vocational Rehabilitation Counseling/Counselor.
8,Hunter College,Audiology,B.A.,Audiology/Audiologist.
8,Hunter College,Art,M.F.A.,"Fine/Studio Arts, General."
8,Hunter College,Geography,M.A.,Geography.
8,Hunter College,Theatre Arts,B.A.,"Drama and Dramatics/Theatre Arts, General."
8,Hunter College,Theatre,B.A.,"Drama and Dramatics/Theatre Arts, General."
8,Hunter College,Film Production,B.A.,Cinematography and Film/Video Production.
8,Hunter College,Cinema Studies,B.A.,Film/Cinema/Video Studies.
8,Hunter College,Pure Mathematics,M.A.,"Mathematics, General."
8,Hunter College,Applied Mathematics and Statistics,M.A.,Mathematics and Statistics.
8,Hunter College,Computer Science,M.A.,Computer Science.
8,Hunter College,Music (42 Credit Major),B.A.,"Music Performance, General."
8,Hunter College,Environmental & Health Sciences,M.S.,Environmental Health.
8,Hunter College,Biological Sciences - Major 2,B.A.,"Biology/Biological Sciences, General."
8,Hunter College,Chemistry Major 1,B.A.,"Chemistry, General."
8,Hunter College,Music,M.A.,"Music History, Literature, and Theory."
8,Hunter College,Studio Art (24 Credit Major),B.A.,"Fine/Studio Arts, General."
8,Hunter College,Art History (30 Credit Major),B.A.,"Art History, Criticism and Conservation."
8,Hunter College,Art History (42 Credit Major),B.A.,"Art History, Criticism and Conservation."
8,Hunter College,Studio Art (42 Credit Major),B.A.,"Fine/Studio Arts, General."
8,Hunter College,Media Studies,B.A.,Mass Communication/Media Studies.
8,Hunter College,Psychiatric Nursing,M.S.,Psychiatric/Mental Health Nurse/Nursing.
8,Hunter College,Community/Public Health Clinical Nurse Specialist,M.S.,Public Health/Community Nurse/Nursing.
8,Hunter College,Community / Public Health Nursing,M.S.,Public Health/Community Nurse/Nursing.
8,Hunter College,Nursing - RN to BS,B.S.,Registered Nursing/Registered Nurse.
9,John Jay College,Criminal Justice,B.A.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Criminal Justice,M.A.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Forensic Science,B.S.,Forensic Science and Technology.
9,John Jay College,Forensic Science,M.S.,Forensic Science and Technology.
9,John Jay College,Forensic Psychology,M.A.,Forensic Psychology.
9,John Jay College,Fire Science,B.S.,Fire Science/Fire-fighting.
9,John Jay College,Public Administration,B.S.,Public Administration.
9,John Jay College,Public Administration,B.A.,Public Administration.
9,John Jay College,Public Administration,M.P.A.,Public Administration.
9,John Jay College,Public Administration: Public Policy and Administration,M.P.A.,Public Administration.
9,John Jay College,Criminal Justice (Crime Control and Prevention),B.A.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Criminal Justice (Institutional Theory and Practice),B.S.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Police Studies,B.S.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Criminal Justice Management,B.S.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Culture and Deviance Studies,B.A.,"Social Sciences, Other."
9,John Jay College,Correction Administration,A.S.,Corrections Administration.
9,John Jay College,Security Management,A.S.,Securities Services Administration/Management.
9,John Jay College,Police Studies,A.S.,Criminal Justice/Police Science.
9,John Jay College,Emergency Services Administration,B.S.,Fire Services Administration.
9,John Jay College,Emergency Services Administration,B.A.,Fire Services Administration.
9,John Jay College,Correctional Studies,B.S.,Corrections.
9,John Jay College,Criminal Justice,B.S.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Humanities and Justice,B.A.,Humanities/Humanistic Studies.
9,John Jay College,International Criminal Justice,B.A.,"Corrections and Criminal Justice, Other."
9,John Jay College,Criminal Justice,A.S.,Criminal Justice/Police Science.
9,John Jay College,Digital Forensic and Cybersecurity,M.S.,Cyber/Computer Forensics and Counterterrorism.
9,John Jay College,Economics,B.S.,"Economics, General."
9,John Jay College,Forensic Mental Health Counseling,M.A.,Mental Health Counseling/Counselor.
9,John Jay College,English,B.A.,"English Language and Literature, General."
9,John Jay College,Gender Studies,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
9,John Jay College,International Crime and Justice,M.A.,"Corrections and Criminal Justice, Other."
9,John Jay College,Global History,B.A.,"History, General."
9,John Jay College,Criminal Justice,B.S.,Criminal Justice/Police Science.
9,John Jay College,Criminal Justice,B.A.,Criminal Justice/Police Science.
9,John Jay College,Postgraduate Certificate in Forensic Psychology,Adv. Cert. Post Master's,Forensic Psychology.
9,John Jay College,Forensic Accounting,Adv. Cert. Post Bacc.,Financial Forensics and Fraud Investigation.
9,John Jay College,Crime Prevention and Analysis,Adv. Cert. Post Bacc.,Law Enforcement Intelligence Analysis.
9,John Jay College,Public Administration: Inspection and Oversight,M.P.A.,Public Administration.
9,John Jay College,Computer Science for Digital Forensics,Adv. Cert. Post Bacc.,Cyber/Computer Forensics and Counterterrorism.
9,John Jay College,Terrorism Studies,Adv. Cert. Post Bacc.,Terrorism and Counterterrorism Operations.
9,John Jay College,Law and Society,B.A.,"Legal Studies, General."
9,John Jay College,Philosophy,B.A.,Philosophy.
9,John Jay College,Applied Digital Forensic Science,Adv. Cert. Post Bacc.,Cyber/Computer Forensics and Counterterrorism.
9,John Jay College,Fraud Examination and Financial Forensics,B.S.,Financial Forensics and Fraud Investigation.
9,John Jay College,MHC-Criminal Justice (Crime Control and Prevention),B.A.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,MHC-Forensic Psychology,B.A.,Forensic Psychology.
9,John Jay College,MHC-Forensic Science,B.S.,Forensic Science and Technology.
9,John Jay College,MHC-Gender Studies,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
9,John Jay College,MHC-Global History,B.A.,"History, General."
9,John Jay College,MHC-Philosophy,B.A.,Philosophy.
9,John Jay College,MHC - Political Science,B.A.,"Political Science and Government, General."
9,John Jay College,MHC-Public Administration,B.S.,Public Administration.
9,John Jay College,MHC-Criminal Justice Management,B.S.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,MHC-Criminology,B.A.,Criminology.
9,John Jay College,MHC-Culture and Deviance Studies,B.A.,"Social Sciences, Other."
9,John Jay College,MHC-Economics,B.S.,"Economics, General."
9,John Jay College,MHC-English,B.A.,"English Language and Literature, General."
9,John Jay College,MHC-Fire Science,B.S.,Fire Science/Fire-fighting.
9,John Jay College,MHC-Emergency Services Administration,B.A.,Fire Services Administration.
9,John Jay College,MHC-Emergency Services Administration,B.S.,Fire Services Administration.
9,John Jay College,MHC-International Criminal Justice,B.A.,"Corrections and Criminal Justice, Other."
9,John Jay College,MHC-Law and Society,B.A.,"Legal Studies, General."
9,John Jay College,Legal Translation and Legal Interpretation in Spanish,Cert. < 30 Credits,Language Interpretation and Translation.
9,John Jay College,Security Management,M.S.,Securities Services Administration/Management.
9,John Jay College,Anthropology,B.A.,Anthropology.
9,John Jay College,Criminal Investigation,Adv. Cert. Post Bacc.,Criminalistics and Criminal Science.
9,John Jay College,Sociology,B.A.,Sociology.
9,John Jay College,Latin American and Latina/o Studies,B.A.,Latin American Studies.
9,John Jay College,MHC-Fraud Examination and Financial Forensics,B.S.,Financial Forensics and Fraud Investigation.
9,John Jay College,Spanish,B.A.,Spanish Language and Literature.
9,John Jay College,Forensic Accounting,Cert. < 30 Credits,Financial Forensics and Fraud Investigation.
9,John Jay College,Emergency Management,Adv. Cert. Post Bacc.,Crisis/Emergency/Disaster Management.
9,John Jay College,Emergency Management,M.S.,Crisis/Emergency/Disaster Management.
9,John Jay College,Cellular and Molecular Biology,B.S.,Cell/Cellular and Molecular Biology.
9,John Jay College,MHC-Cell and Molecular Biology,B.S.,Cell Biology and Anatomy.
9,John Jay College,Race and Criminal Justice,Adv. Cert. Post Bacc.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Toxicology,B.S.,Toxicology.
9,John Jay College,Economics,M.A.,"Economics, General."
9,John Jay College,Transnational Organized Crime Studies,Adv. Cert. Post Bacc.,Criminal Justice/Law Enforcement Administration.
9,John Jay College,Health Care Inspection and Oversight,Adv. Cert. Post Bacc.,Health/Health Care Administration/Management.
9,John Jay College,MHC-Latin American and Latina/o Studies,B.A.,Latin American Studies.
9,John Jay College,Victimology Studies in Forensic Psychology,Adv. Cert. Post Bacc.,Forensic Psychology.
9,John Jay College,Protection Management,M.S.,Community Organization and Advocacy.
9,John Jay College,Human Rights,M.A.,International Relations and Affairs.
9,John Jay College,Applied Mathematics: Data Science and Cryptography,B.S.,Computational Science.
9,John Jay College,Fire and Emergency Service,B.A.,Fire Services Administration.
9,John Jay College,MHC-Fire and Emergency Service,B.A.,Fire Services Administration.
9,John Jay College,Human Services and Community Justice,B.S.,"Human Services, General."
9,John Jay College,Forensic Psychology,B.A.,Forensic Psychology.
9,John Jay College,Dispute Resolution,Cert. < 30 Credits,Dispute Resolution.
9,John Jay College,Dispute Resolution,Cert. >= 30 Credits,Dispute Resolution.
9,John Jay College,Legal Studies,B.S.,"Legal Studies, General."
9,John Jay College,Security Management,B.S.,Securities Services Administration/Management.
9,John Jay College,Criminology,B.A.,Criminology.
9,John Jay College,Computer Science and Information Security,B.S.,Computer and Information Systems Security/Information Assurance.
9,John Jay College,Political Science,B.A.,"Political Science and Government, General."
9,John Jay College,Judicial Studies,B.A.,"Political Science and Government, General."
10,Kingsborough Community College,Biology,A.S.,"Biology/Biological Sciences, General."
10,Kingsborough Community College,Computer Science,A.S.,Computer Science.
10,Kingsborough Community College,Mathematics,A.S.,"Mathematics, General."
10,Kingsborough Community College,Physics,A.S.,"Physics, General."
10,Kingsborough Community College,Chemistry,A.S.,"Chemistry, General."
10,Kingsborough Community College,Liberal Arts,A.A.,Liberal Arts and Sciences/Liberal Studies.
10,Kingsborough Community College,Accounting,A.A.S.,Accounting Technology/Technician and Bookkeeping.
10,Kingsborough Community College,Accounting,A.S.,Accounting Technology/Technician and Bookkeeping.
10,Kingsborough Community College,Business Administration,A.A.S.,"Business Administration and Management, General."
10,Kingsborough Community College,Business Administration,A.S.,"Business Administration and Management, General."
10,Kingsborough Community College,Office Administration and Technology,A.A.S.,"Administrative Assistant and Secretarial Science, General."
10,Kingsborough Community College,Computer Information Systems,A.A.S.,Data Processing and Data Processing Technology/Technician.
10,Kingsborough Community College,Nursing,A.A.S.,Registered Nursing/Registered Nurse.
10,Kingsborough Community College,Education Associate,A.A.S.,Teacher Assistant/Aide.
10,Kingsborough Community College,Early Childhood Education/Child Care,A.S.,Teacher Assistant/Aide.
10,Kingsborough Community College,Early Childhood Education/Child Care,A.A.S.,Teacher Assistant/Aide.
10,Kingsborough Community College,"Physical Education, Recreation, and Recreation Therapy",A.S.,"Parks, Recreation and Leisure Studies."
10,Kingsborough Community College,"Physical Education, Recreation, and Recreation Therapy",A.A.S.,"Parks, Recreation and Leisure Studies."
10,Kingsborough Community College,Educational Studies,A.S.,Teacher Assistant/Aide.
10,Kingsborough Community College,Entrepreneurial Studies,Cert. < 30 Credits,Entrepreneurship/Entrepreneurial Studies.
10,Kingsborough Community College,Graphic Design and Illustration,A.S.,Commercial and Advertising Art.
10,Kingsborough Community College,Graphic Design and Illustration,A.A.S.,Commercial and Advertising Art.
10,Kingsborough Community College,Exercise Science,A.S.,Kinesiology and Exercise Science.
10,Kingsborough Community College,Exercise Science/Personal Training,Cert. < 30 Credits,Kinesiology and Exercise Science.
10,Kingsborough Community College,Education Studies,A.S.,Liberal Arts and Sciences/Liberal Studies.
10,Kingsborough Community College,Website Development and Administration,A.A.S.,Web/Multimedia Management and Webmaster.
