SchoolId,ProgramName,AwardName,CIP201TITLESHORT
8,MHC-Africana and Puerto Rican/Latino Studies,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
8,MHC-Chemistry Major 1,B.A.,"Chemistry, General."
8,MHC-Chemistry Major 2,B.A.,"Chemistry, General."
8,MHC-Chinese Language and Literature,B.A.,Chinese Language and Literature.
8,MHC-Cinema Studies,B.A.,Film/Cinema/Video Studies.
8,MHC-Classical Studies,B.A.,"Classics and Classical Languages, Literatures, and Linguistics, General."
8,MHC-Public Health,B.S.,Public Health Education and Promotion.
8,MHC-Comparative Literature,B.A.,Comparative Literature.
8,MHC-Computer Science,B.A.,Computer Science.
8,MHC-Dance,B.A.,"Dance, General."
8,MHC-Economics,B.A.,"Economics, General."
8,MHC-English Literature,B.A.,"English Language and Literature, General."
8,MHC-Environmental Studies,B.A.,Environmental Studies.
8,MHC-French,B.A.,French Language and Literature.
8,MHC-Geography,B.A.,Geography.
8,MHC-German,B.A.,German Language and Literature.
8,MHC-History,B.A.,"History, General."
8,MHC-Latin American and Caribbean Studies,B.A.,Latin American Studies.
8,MHC-Latin and Greek,B.A.,"Classics and Classical Languages, Literatures, and Linguistics, General."
8,MHC-Mathematics,B.A.,"Mathematics, General."
8,MHC-Media Studies,B.A.,Mass Communication/Media Studies.
8,MHC-Medical Laboratory Sciences,B.S.,Clinical Laboratory Science/Medical Technology/Technologist.
8,MHC-Music (25 Credit Major),B.A.,"Music Performance, General."
8,MHC-Music (42 Credit Major),B.A.,"Music Performance, General."
8,MHC-Music,Mus.B,"Music Performance, General."
8,MHC-Nutrition and Food Science: Dietetics,B.S.,"Foods, Nutrition, and Wellness Studies, General."
8,MHC-Philosophy,B.A.,Philosophy.
8,MHC-Physics,B.A.,"Physics, General."
8,MHC-Political Science,B.A.,"Political Science and Government, General."
8,MHC-Psychology,B.A.,"Psychology, General."
8,MHC-Religion,B.A.,Religion/Religious Studies.
8,MHC-Russian,B.A.,Russian Language and Literature.
8,MHC-Sociology,B.A.,Sociology.
8,MHC-Spanish,B.A.,Spanish Language and Literature.
8,MHC-Special Honors Program,B.A.,"Physical Sciences, Other."
8,MHC-Statistics,B.A.,"Statistics, General."
8,MHC-Studio Art (24 Credit Major),B.A.,"Fine/Studio Arts, General."
8,MHC-Studio Art (42 Credit Major),B.A.,"Fine/Studio Arts, General."
8,MHC-Theatre,B.A.,"Drama and Dramatics/Theatre Arts, General."
8,MHC-Urban Studies,B.A.,Urban Studies/Affairs.
8,MHC-Women and Gender Studies,B.A.,Women's Studies.
8,MHC-Accounting,B.S.,Accounting.
8,MHC-Nursing,B.S.,Registered Nursing/Registered Nurse.
8,"MHC-Childhood Education, Grades 1-6 (Quest)",B.A.,Elementary Education and Teaching.
8,"MHC-English Teacher, Grades 7-12",B.A.,English/Language Arts Teacher Education.
8,"MHC-Mathematics Teacher, Grades 7-12",B.A.,Mathematics Teacher Education.
8,"MHC-Social Studies and History Teacher, Grades 7-12",B.A.,Social Studies Teacher Education.
8,Women and Gender Studies,B.A.,Women's Studies.
8,Rehabilitation Counseling,M.S. in Ed.,Vocational Rehabilitation Counseling/Counselor.
8,Audiology,B.A.,Audiology/Audiologist.
8,Art,M.F.A.,"Fine/Studio Arts, General."
8,Geography,M.A.,Geography.
8,Theatre Arts,B.A.,"Drama and Dramatics/Theatre Arts, General."
8,Theatre,B.A.,"Drama and Dramatics/Theatre Arts, General."
8,Film Production,B.A.,Cinematography and Film/Video Production.
8,Cinema Studies,B.A.,Film/Cinema/Video Studies.
8,Pure Mathematics,M.A.,"Mathematics, General."
8,Applied Mathematics and Statistics,M.A.,Mathematics and Statistics.
8,Computer Science,M.A.,Computer Science.
8,Music (42 Credit Major),B.A.,"Music Performance, General."
8,Environmental & Health Sciences,M.S.,Environmental Health.
8,Biological Sciences - Major 2,B.A.,"Biology/Biological Sciences, General."
8,Chemistry Major 1,B.A.,"Chemistry, General."
8,Music,M.A.,"Music History, Literature, and Theory."
8,Studio Art (24 Credit Major),B.A.,"Fine/Studio Arts, General."
8,Art History (30 Credit Major),B.A.,"Art History, Criticism and Conservation."
8,Art History (42 Credit Major),B.A.,"Art History, Criticism and Conservation."
8,Studio Art (42 Credit Major),B.A.,"Fine/Studio Arts, General."
8,Media Studies,B.A.,Mass Communication/Media Studies.
8,Psychiatric Nursing,M.S.,Psychiatric/Mental Health Nurse/Nursing.
8,Community/Public Health Clinical Nurse Specialist,M.S.,Public Health/Community Nurse/Nursing.
8,Community / Public Health Nursing,M.S.,Public Health/Community Nurse/Nursing.
8,Nursing - RN to BS,B.S.,Registered Nursing/Registered Nurse.
9,Criminal Justice,B.A.,Criminal Justice/Law Enforcement Administration.
9,Criminal Justice,M.A.,Criminal Justice/Law Enforcement Administration.
9,Forensic Science,B.S.,Forensic Science and Technology.
9,Forensic Science,M.S.,Forensic Science and Technology.
9,Forensic Psychology,M.A.,Forensic Psychology.
9,Fire Science,B.S.,Fire Science/Fire-fighting.
9,Public Administration,B.S.,Public Administration.
9,Public Administration,B.A.,Public Administration.
9,Public Administration,M.P.A.,Public Administration.
9,Public Administration: Public Policy and Administration,M.P.A.,Public Administration.
9,Criminal Justice (Crime Control and Prevention),B.A.,Criminal Justice/Law Enforcement Administration.
9,Criminal Justice (Institutional Theory and Practice),B.S.,Criminal Justice/Law Enforcement Administration.
9,Police Studies,B.S.,Criminal Justice/Law Enforcement Administration.
9,Criminal Justice Management,B.S.,Criminal Justice/Law Enforcement Administration.
9,Culture and Deviance Studies,B.A.,"Social Sciences, Other."
9,Correction Administration,A.S.,Corrections Administration.
9,Security Management,A.S.,Securities Services Administration/Management.
9,Police Studies,A.S.,Criminal Justice/Police Science.
9,Emergency Services Administration,B.S.,Fire Services Administration.
9,Emergency Services Administration,B.A.,Fire Services Administration.
9,Correctional Studies,B.S.,Corrections.
9,Criminal Justice,B.S.,Criminal Justice/Law Enforcement Administration.
9,Humanities and Justice,B.A.,Humanities/Humanistic Studies.
9,International Criminal Justice,B.A.,"Corrections and Criminal Justice, Other."
9,Criminal Justice,A.S.,Criminal Justice/Police Science.
9,Digital Forensic and Cybersecurity,M.S.,Cyber/Computer Forensics and Counterterrorism.
9,Economics,B.S.,"Economics, General."
9,Forensic Mental Health Counseling,M.A.,Mental Health Counseling/Counselor.
9,English,B.A.,"English Language and Literature, General."
9,Gender Studies,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
9,International Crime and Justice,M.A.,"Corrections and Criminal Justice, Other."
9,Global History,B.A.,"History, General."
9,Criminal Justice,B.S.,Criminal Justice/Police Science.
9,Criminal Justice,B.A.,Criminal Justice/Police Science.
9,Postgraduate Certificate in Forensic Psychology,Adv. Cert. Post Master's,Forensic Psychology.
9,Forensic Accounting,Adv. Cert. Post Bacc.,Financial Forensics and Fraud Investigation.
9,Crime Prevention and Analysis,Adv. Cert. Post Bacc.,Law Enforcement Intelligence Analysis.
9,Public Administration: Inspection and Oversight,M.P.A.,Public Administration.
9,Computer Science for Digital Forensics,Adv. Cert. Post Bacc.,Cyber/Computer Forensics and Counterterrorism.
9,Terrorism Studies,Adv. Cert. Post Bacc.,Terrorism and Counterterrorism Operations.
9,Law and Society,B.A.,"Legal Studies, General."
9,Philosophy,B.A.,Philosophy.
9,Applied Digital Forensic Science,Adv. Cert. Post Bacc.,Cyber/Computer Forensics and Counterterrorism.
9,Fraud Examination and Financial Forensics,B.S.,Financial Forensics and Fraud Investigation.
9,MHC-Criminal Justice (Crime Control and Prevention),B.A.,Criminal Justice/Law Enforcement Administration.
9,MHC-Forensic Psychology,B.A.,Forensic Psychology.
9,MHC-Forensic Science,B.S.,Forensic Science and Technology.
9,MHC-Gender Studies,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
9,MHC-Global History,B.A.,"History, General."
9,MHC-Philosophy,B.A.,Philosophy.
9,MHC - Political Science,B.A.,"Political Science and Government, General."
9,MHC-Public Administration,B.S.,Public Administration.
9,MHC-Criminal Justice Management,B.S.,Criminal Justice/Law Enforcement Administration.
9,MHC-Criminology,B.A.,Criminology.
9,MHC-Culture and Deviance Studies,B.A.,"Social Sciences, Other."
9,MHC-Economics,B.S.,"Economics, General."
9,MHC-English,B.A.,"English Language and Literature, General."
9,MHC-Fire Science,B.S.,Fire Science/Fire-fighting.
9,MHC-Emergency Services Administration,B.A.,Fire Services Administration.
9,MHC-Emergency Services Administration,B.S.,Fire Services Administration.
9,MHC-International Criminal Justice,B.A.,"Corrections and Criminal Justice, Other."
9,MHC-Law and Society,B.A.,"Legal Studies, General."
9,Legal Translation and Legal Interpretation in Spanish,Cert. < 30 Credits,Language Interpretation and Translation.
9,Security Management,M.S.,Securities Services Administration/Management.
9,Anthropology,B.A.,Anthropology.
9,Criminal Investigation,Adv. Cert. Post Bacc.,Criminalistics and Criminal Science.
9,Sociology,B.A.,Sociology.
9,Latin American and Latina/o Studies,B.A.,Latin American Studies.
9,MHC-Fraud Examination and Financial Forensics,B.S.,Financial Forensics and Fraud Investigation.
9,Spanish,B.A.,Spanish Language and Literature.
9,Forensic Accounting,Cert. < 30 Credits,Financial Forensics and Fraud Investigation.
9,Emergency Management,Adv. Cert. Post Bacc.,Crisis/Emergency/Disaster Management.
9,Emergency Management,M.S.,Crisis/Emergency/Disaster Management.
9,Cellular and Molecular Biology,B.S.,Cell/Cellular and Molecular Biology.
9,MHC-Cell and Molecular Biology,B.S.,Cell Biology and Anatomy.
9,Race and Criminal Justice,Adv. Cert. Post Bacc.,Criminal Justice/Law Enforcement Administration.
9,Toxicology,B.S.,Toxicology.
9,Economics,M.A.,"Economics, General."
9,Transnational Organized Crime Studies,Adv. Cert. Post Bacc.,Criminal Justice/Law Enforcement Administration.
9,Health Care Inspection and Oversight,Adv. Cert. Post Bacc.,Health/Health Care Administration/Management.
9,MHC-Latin American and Latina/o Studies,B.A.,Latin American Studies.
9,Victimology Studies in Forensic Psychology,Adv. Cert. Post Bacc.,Forensic Psychology.
9,Protection Management,M.S.,Community Organization and Advocacy.
9,Human Rights,M.A.,International Relations and Affairs.
9,Applied Mathematics: Data Science and Cryptography,B.S.,Computational Science.
9,Fire and Emergency Service,B.A.,Fire Services Administration.
9,MHC-Fire and Emergency Service,B.A.,Fire Services Administration.
9,Human Services and Community Justice,B.S.,"Human Services, General."
9,Forensic Psychology,B.A.,Forensic Psychology.
9,Dispute Resolution,Cert. < 30 Credits,Dispute Resolution.
9,Dispute Resolution,Cert. >= 30 Credits,Dispute Resolution.
9,Legal Studies,B.S.,"Legal Studies, General."
9,Security Management,B.S.,Securities Services Administration/Management.
9,Criminology,B.A.,Criminology.
9,Computer Science and Information Security,B.S.,Computer and Information Systems Security/Information Assurance.
9,Political Science,B.A.,"Political Science and Government, General."
9,Judicial Studies,B.A.,"Political Science and Government, General."
10,Biology,A.S.,"Biology/Biological Sciences, General."
10,Computer Science,A.S.,Computer Science.
10,Mathematics,A.S.,"Mathematics, General."
10,Physics,A.S.,"Physics, General."
10,Chemistry,A.S.,"Chemistry, General."
10,Liberal Arts,A.A.,Liberal Arts and Sciences/Liberal Studies.
10,Accounting,A.A.S.,Accounting Technology/Technician and Bookkeeping.
10,Accounting,A.S.,Accounting Technology/Technician and Bookkeeping.
10,Business Administration,A.A.S.,"Business Administration and Management, General."
10,Business Administration,A.S.,"Business Administration and Management, General."
10,Office Administration and Technology,A.A.S.,"Administrative Assistant and Secretarial Science, General."
10,Computer Information Systems,A.A.S.,Data Processing and Data Processing Technology/Technician.
10,Nursing,A.A.S.,Registered Nursing/Registered Nurse.
10,Education Associate,A.A.S.,Teacher Assistant/Aide.
10,Early Childhood Education/Child Care,A.S.,Teacher Assistant/Aide.
10,Early Childhood Education/Child Care,A.A.S.,Teacher Assistant/Aide.
10,"Physical Education, Recreation, and Recreation Therapy",A.S.,"Parks, Recreation and Leisure Studies."
10,"Physical Education, Recreation, and Recreation Therapy",A.A.S.,"Parks, Recreation and Leisure Studies."
10,Educational Studies,A.S.,Teacher Assistant/Aide.
10,Entrepreneurial Studies,Cert. < 30 Credits,Entrepreneurship/Entrepreneurial Studies.
10,Graphic Design and Illustration,A.S.,Commercial and Advertising Art.
10,Graphic Design and Illustration,A.A.S.,Commercial and Advertising Art.
10,Exercise Science,A.S.,Kinesiology and Exercise Science.
10,Exercise Science/Personal Training,Cert. < 30 Credits,Kinesiology and Exercise Science.
10,Education Studies,A.S.,Liberal Arts and Sciences/Liberal Studies.
10,Website Development and Administration,A.A.S.,Web/Multimedia Management and Webmaster.
10,Speech Communication,A.S.,Rhetoric and Composition.
10,Surgical Technology,A.A.S.,Surgical Technology/Technologist.
10,Alcoholism and Substance Abuse Counseling,Cert. < 30 Credits,Substance Abuse/Addiction Counseling.
10,Culinary Arts and Food Management,Cert. < 30 Credits,"Restaurant, Culinary, and Catering Management/Manager."
10,Medical Office Assistant,Cert. < 30 Credits,Medical Office Assistant/Specialist.
10,Maritime Technology: Deck Specialty,Cert. < 30 Credits,Marine Maintenance/Fitter and Ship Repair Technology/Technician.
10,Hospitality and Meeting Planning,Cert. < 30 Credits,"Hospitality Administration/Management, General."
10,Criminal Justice,A.A.,Criminal Justice/Law Enforcement Administration.
10,Fashion Design,A.A.S.,Fashion/Apparel Design.
10,Marine Mechanic,Cert. < 30 Credits,Marine Maintenance/Fitter and Ship Repair Technology/Technician.
10,Biotechnology,A.S.,Biotechnology.
10,Culinary Arts,A.A.S.,"Restaurant, Culinary, and Catering Management/Manager."
10,Chemical Dependency Counseling,A.S.,Substance Abuse/Addiction Counseling.
10,Culinary Arts,Cert. < 30 Credits,"Cooking and Related Culinary Arts, General."
10,Earth and Planetary Sciences,A.S.,"Geology/Earth Science, General."
10,Science for Forensics,A.S.,Forensic Science and Technology.
10,Emergency Medical Services,A.A.S.,Emergency Medical Technology/Technician (EMT Paramedic).
10,Polysomnographic Technology,A.A.S.,Polysomnography.
10,Media Arts,A.A.S.,Radio and Television Broadcasting Technology/Technician.
10,"Physical Education, Recreation, and Recreational Therapy",A.A.S.,"Parks, Recreation and Leisure Studies."
10,Music,A.S.,"Visual and Performing Arts, General."
10,Fine Arts,A.S.,"Fine/Studio Arts, General."
10,Theatre Arts,A.S.,"Visual and Performing Arts, General."
10,Mental Health and Human Services,A.S.,Psychiatric/Mental Health Services Technician.
10,Pre-Physical Therapy,A.S.,Physical Therapy Technician/Assistant.
10,Tourism and Hospitality,A.A.S.,Tourism and Travel Services Management.
10,Media Arts,A.S.,Radio and Television Broadcasting Technology/Technician.
10,Journalism and Print Media,A.S.,Journalism.
10,Journalism and Print Media,A.A.S.,Journalism.
10,Retail Merchandising,A.A.S.,Retailing and Retail Operations.
10,Maritime Technology,A.A.S.,Marine Maintenance/Fitter and Ship Repair Technology/Technician.
10,Community Health,A.S.,Community Health Services/Liaison/Counseling.
10,Engineering Science,A.S.,"Engineering, General."
10,Physical Therapist Assistant,A.A.S.,Physical Therapy Technician/Assistant.
11,Business Administration,A.S.,"Business Administration and Management, General."
11,Liberal Arts: Social Sciences and Humanities,A.A.,Liberal Arts and Sciences/Liberal Studies.
11,Liberal Arts: Mathematics and Science,A.S.,Physical Sciences.
11,Accounting,A.A.S.,Accounting Technology/Technician and Bookkeeping.
11,Accounting,A.S.,Accounting Technology/Technician and Bookkeeping.
11,Business Management,A.A.S.,"Business Administration and Management, General."
11,Programming and Software Development,A.A.S.,"Computer Programming/Programmer, General."
11,Network Administration & Info Security,A.A.S.,Computer Installation and Repair Technology/Technician.
11,Occupational Therapy Assistant,A.S.,Occupational Therapist Assistant.
11,Occupational Therapy Assistant,A.A.S.,Occupational Therapist Assistant.
11,Human Services: Child Development,A.A.,Teacher Assistant/Aide.
11,Human Services: Mental Health,A.A.,Psychiatric/Mental Health Services Technician.
11,Fine Arts,A.S.,"Fine/Studio Arts, General."
11,New Media Technology,A.A.S.,"Computer Software and Media Applications, Other."
11,Liberal Arts (Childhood Education),A.A.,Liberal Arts and Sciences/Liberal Studies.
11,Practical Nursing,Cert. >= 30 Credits,Licensed Practical/Vocational Nurse Training.
11,Civil Engineering Science,A.S.,"Civil Engineering, General."
11,Electrical Engineering Science,A.S.,Electrical and Electronics Engineering
11,Mechanical Engineering,A.S.,Mechanical Engineering.
11,Music Recording Technology,A.A.S.,Recording Arts Technology/Technician.
11,Writing and Literature,A.A.,"English Language and Literature, General."
11,Radiologic Technology,A.A.S.,Medical Radiologic Technology/Science - Radiation Therapist.
11,Criminal Justice,A.S.,Criminal Justice/Law Enforcement Administration.
11,Digital Media Arts,Cert. >= 30 Credits,Digital Arts.
11,Spanish Translation,A.A.,Spanish Language and Literature.
11,Philosophy,A.A.,Philosophy.
11,Communications,A.A.,Speech Communication and Rhetoric.
11,Biology,A.S.,"Biology/Biological Sciences, General."
11,Environmental Science,A.S.,Environmental Science.
11,Industrial Design Technology,A.A.S.,Industrial and Product Design.
11,Theater,A.S.,"Drama and Dramatics/Theatre Arts, General."
11,Psychology,A.A.,"Psychology, General."
11,Network and Information Security,Cert. < 30 Credits,Computer and Information Systems Security/Information Assurance.
11,Energy Technician,A.A.S.,Energy Management and Systems Technology/Technician.
11,Therapeutic Recreation,A.S.,Therapeutic Recreation/Recreational Therapy.
11,Public Community Health,A.S.,"Public Health, General."
11,Education Associate - The Bilingual Child,A.A.,Teacher Assistant/Aide.
11,Word Processing Specialist,Cert. >= 30 Credits,"Administrative Assistant and Secretarial Science, General."
11,Mortuary Science (with American Academy McAllister),A.A.S.,"Funeral Service and Mortuary Science, General."
11,Veterinary Technology,A.A.S.,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.
11,Computer Science,A.S.,Computer Science.
11,School Food Service Management,A.S.,Restaurant/Food Services Management.
11,Nursing,A.A.S.,Registered Nursing/Registered Nurse.
11,Administrative Assistant,A.A.S.,"Administrative Assistant and Secretarial Science, General."
11,Human Services: Gerontology,A.A.,Adult Development and Aging.
11,Physical Therapist Assistant,A.A.S.,Physical Therapy Technician/Assistant.
11,Computer Technology,A.A.S.,Computer Installation and Repair Technology/Technician.
11,Microcomputer Systems and Applications,A.A.S.,"Data Entry/Microcomputer Applications, General."
11,Emergency Medical Technician/Paramedic,A.A.S.,Emergency Medical Technology/Technician (EMT Paramedic).
11,"Travel, Tourism and Hospitality Management",A.A.S.,Tourism and Travel Services Management.
11,Commercial Photography,Cert. >= 30 Credits,Commercial Photography.
11,Commercial Photography,A.A.S.,Commercial Photography.
11,Nutrition & Culinary Management,A.A.S.,Restaurant/Food Services Management.
11,Dietetic Technician,A.S.,Dietetic Technician.
11,Liberal Arts [Educ program with Sociology - Queens],A.A.,Liberal Arts and Sciences/Liberal Studies.
11,Paralegal Studies,A.A.S.,Legal Assistant/Paralegal.
12,Health Education and Promotion (Online Degree),M.A.,Public Health Education and Promotion.
12,Art,M.F.A.,"Fine/Studio Arts, General."
12,Counselor Education,M.S. in Ed.,Counselor Education/School Counseling and Guidance Services.
12,C.U.N.Y. Baccalaureate (B.A.),NG (Bacc.),Liberal Arts and Sciences/Liberal Studies.
12,Puerto Rican Studies,B.A.,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies."
12,American Studies,B.A.,American/United States Studies/Civilization.
12,Biology,B.A.,"Biology/Biological Sciences, General."
12,Biology,M.A.,"Biology/Biological Sciences, General."
12,Accounting,B.S.,Accounting.
12,Accounting,B.A.,Accounting.
12,Elementary Education,M.S. in Ed.,Elementary Education and Teaching.
12,Art Teacher (K-12),M.A.,Art Teacher Education.
12,Recreation Education,M.S. in Ed.,Physical Education Teaching and Coaching.
12,Dance,B.A.,"Dance, General."
12,Health Education and Promotion,B.S.,Public Health Education and Promotion.
12,Health Teacher (K-12),M.S. in Ed.,Health Teacher Education.
12,Health Teacher (K-12),B.S.,Health Teacher Education.
12,Recreation Education,B.S.,"Parks, Recreation and Leisure Studies."
12,Art,M.A.,"Fine/Studio Arts, General."
12,Art,B.A.,"Fine/Studio Arts, General."
12,Music,B.S.,"Music Performance, General."
12,Multimedia Performing Arts,B.F.A.,"Visual and Performing Arts, General."
12,French,B.A.,French Language and Literature.
12,Italian,B.A.,Italian Language and Literature.
12,Spanish Teacher (7-12),M.A.,Spanish Language Teacher Education.
12,Spanish,B.A.,Spanish Language and Literature.
12,Russian,B.A.,Russian Language and Literature.
12,Nursing,B.S.,Registered Nursing/Registered Nurse.
12,English,M.A.,"English Language and Literature, General."
12,English,B.A.,"English Language and Literature, General."
12,Comparative Literature (Teacher Education),B.A.,Elementary Education and Teaching.
12,Linguistics,B.A.,Linguistics.
12,Theatre,B.A.,"Drama and Dramatics/Theatre Arts, General."
12,Philosophy,B.A.,Philosophy.
12,Mathematics Teacher (7-12),M.S. in Ed.,Mathematics Teacher Education.
12,Mathematics Teacher (7-12),M.A.,Mathematics Teacher Education.
12,Mathematics,B.A.,"Mathematics, General."
12,Mathematics,M.A.,"Mathematics, General."
12,Physics,B.A.,"Physics, General."
12,Physics,B.S.,"Physics, General."
12,Chemistry,B.A.,"Chemistry, General."
12,Chemistry,B.S.,"Chemistry, General."
12,Geology,B.A.,"Geology/Earth Science, General."
12,Psychology,B.A.,"Psychology, General."
12,Anthropology,B.A.,Anthropology.
12,Interdepartmental Concentration in Anthropology,B.S.,Anthropology.
12,Economics,B.A.,"Economics, General."
12,History,M.A.,"History, General."
12,History,B.A.,"History, General."
12,Geography,B.A.,Geography.
12,Political Science,B.A.,"Political Science and Government, General."
12,Sociology,B.A.,Sociology.
12,African American Studies,B.A.,African-American/Black Studies.
12,Self Determined Studies,B.S.,Liberal Arts and Sciences/Liberal Studies.
12,Self Determined Studies,B.A.,Liberal Arts and Sciences/Liberal Studies.
12,Art,B.F.A.,"Fine/Studio Arts, General."
12,Health Services Administration,B.S.,Hospital and Health Care Facilities Administration/Management.
12,Parent - Child Nursing,M.S.,Maternal/Child Health and Neonatal Nurse/Nursing.
12,Adult Health Nursing,M.S.,Adult Health Nurse/Nursing.
12,Nursing of Older Adults,M.S.,Geriatric Nurse/Nursing.
12,Pediatric Nurse Practitioner,M.S.,Pediatric Nurse/Nursing.
12,Journalism,B.A.,Journalism.
12,Pediatric Nurse Practitioner,Adv. Cert. Post Master's,Pediatric Nurse/Nursing.
12,Therapuetic Recreation,B.S.,Therapeutic Recreation/Recreational Therapy.
12,Early Childhood Education with Bilingual Extension (Alternative Transitional B Certification),M.S. in Ed.,Early Childhood Education and Teaching.
12,Early Childhood Education with Bilingual Extension,M.S. in Ed.,Early Childhood Education and Teaching.
12,Early Childhood Education (Alternative Transitional B Certification),M.S. in Ed.,Early Childhood Education and Teaching.
12,Early Childhood Education,M.S. in Ed.,Early Childhood Education and Teaching.
12,Teaching English to Speakers of Other Languages (Alternative Transitional B Certification),M.S. in Ed.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
12,Teaching English to Speakers of Other Languages (Non-Certification),M.S. in Ed.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
12,Teaching English to Speakers of Other Languages,M.S. in Ed.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
12,"Science Teacher, Grades 7-12 (Alternative Transitional B Certification)",Adv. Cert. Post Bacc.,Science Teacher Education/General Science Teacher Education.
12,"Science Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.S. in Ed.,Science Teacher Education/General Science Teacher Education.
12,"Science Teacher, Grades 7-12",M.S. in Ed.,Science Teacher Education/General Science Teacher Education.
12,"Social Studies Teacher, Grades 7-12 (Alternative Transitional B Certification)",Adv. Cert. Post Bacc.,Social Studies Teacher Education.
12,"Social Studies Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Social Studies Teacher Education.
12,"Social Studies Teacher, Grades 7-12",M.A.,Social Studies Teacher Education.
12,Elementary Education with Bilingual Extension (Alternative Transitional B Certification),M.S. in Ed.,Elementary Education and Teaching.
12,Elementary Education with Bilingual Extension,M.S. in Ed.,Elementary Education and Teaching.
12,Elementary Education (Alternative Transitional B Certification),M.S. in Ed.,Elementary Education and Teaching.
12,"English Teacher, Grades 7-12 (Alternative Transitional B Certification)",Adv. Cert. Post Bacc.,English/Language Arts Teacher Education.
12,"English Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.S. in Ed.,English/Language Arts Teacher Education.
12,"English Teacher, Grades 7-12",M.S. in Ed.,English/Language Arts Teacher Education.
12,"Reading Teacher, Grades 5-12 (Alternative Transitional B Certification)",M.S. in Ed.,Reading Teacher Education.
12,"Reading Teacher, Grades 5-12",M.S. in Ed.,Reading Teacher Education.
12,"Reading Teacher, Birth - Grade 6",M.S. in Ed.,Reading Teacher Education.
12,"Special Education Teacher, Grades 1-6 (Alternative Transitional B Certification)",Adv. Cert. Post Bacc.,Education/Teaching of Individuals in Elementary Special Education Programs.
12,"Special Education Teacher, Grades 1-6 (Alternative Transitional B Certification)",M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
12,"Special Education Teacher, Grades 1-6",M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
12,"Special Education Teacher, Birth - 2 (Alternative Transitional B Certification)",Adv. Cert. Post Bacc.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
12,"Special Education Teacher, Birth - 2 (Alternative Transitional B Certification)",M.S. in Ed.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
12,"Special Education Teacher, Birth - 2",M.S. in Ed.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
12,Speech-Language Pathology w/ Biling Ext,M.A.,Education/Teaching of Individuals with Speech or Language Impairments.
12,Teaching Students with Speech and Language Disabilities,M.A.,Education/Teaching of Individuals with Speech or Language Impairments.
12,Teaching Students with Speech and Language Disabilities (Alternative Transitional B Certification),Adv. Cert. Post Bacc.,Education/Teaching of Individuals with Speech or Language Impairments.
12,"Music Teacher, All Grades (Alternative Transitional B Certification)",M.A.T.,Music Teacher Education.
12,"Music Teacher, All Grades",M.A.T.,Music Teacher Education.
12,"Mathematics Teacher, Grades 7-12 (Alternative Transitional B Certification)",Adv. Cert. Post Bacc.,Mathematics Teacher Education.
12,"Mathematics Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.S. in Ed.,Mathematics Teacher Education.
12,"Mathematics Teacher, Grades 7-12",M.S. in Ed.,Mathematics Teacher Education.
12,"Special Education Teacher, Grades 7-12",M.S. in Ed.,Education/Teaching of Individuals in Secondary Special Education Programs.
12,"Special Education Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.S. in Ed.,Education/Teaching of Individuals in Secondary Special Education Programs.
12,"Special Education Teacher, Grades 7-12 (Alternative Transitional B Certification)",Adv. Cert. Post Bacc.,Education/Teaching of Individuals in Secondary Special Education Programs.
12,"Bilingual Extension: Special Education, Intensive Teacher Institute",Adv. Cert. Post Bacc.,Bilingual and Multilingual Education.
12,"Art Teacher, All Grades",B.A.,Art Teacher Education.
12,Art History (Teacher Education),B.A.,Elementary Education and Teaching.
12,Latin American and Caribbean Studies (Teacher Education),B.A.,Elementary Education and Teaching.
12,Puerto Rican Studies (Teacher Education),B.A.,Elementary Education and Teaching.
12,Sociology (Teacher Education),B.A.,Elementary Education and Teaching.
12,"English Teacher, Grades 7-12",B.A.,English/Language Arts Teacher Education.
12,"Italian Teacher, Grades 7-12",B.A.,Foreign Language Teacher Education.
12,"Spanish Teacher, Grades 7-12",B.A.,Spanish Language Teacher Education.
12,"Mathematics Teacher Education, Grades 7-12",B.A.,Mathematics Teacher Education.
12,"Biology Teacher, Grades 7-12",B.A.,Biology Teacher Education.
12,"Physics Teacher, Grades 7-12",B.A.,Physics Teacher Education.
12,"Health Teacher, All Grades",M.S. in Ed.,Health Teacher Education.
12,"Health Teacher, All Grades",B.S.,Health Teacher Education.
12,"Art Teacher, All Grades",M.A.,Art Teacher Education.
